Firm	ID	Time	Text	User	RT	From_Firm	t	URL
Monzo	1.1850659047716127e+18	2019-10-18T04:31:43Z	RT @leemajo09130981: Monzo are really bad. Everyone must see BBCs Watchdog programmme. Accounts frozen, families told to go to food banks e…	1.1315460569012552e+18	1.1849169776531128e+18	0	2019-10-18 04:00:00	
Monzo	1.1850657607350725e+18	2019-10-18T04:31:09Z	@LachlanEvenson @monzousa Oh come on, this AND citizen in the same week? You're cheating! Seriously Monzo come on Ann Arbor, MI next pls.	56884542.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185065280709501e+18	2019-10-18T04:29:15Z	"@jlagrue Hey John 👋

It's super tricky because we're really limited by what we can and can't say.

We're glad you'r… https://t.co/2oHq1qYEAl"	3224409977.0	-1.0	1	2019-10-18 04:00:00	
Monzo	1.185065117379154e+18	2019-10-18T04:28:36Z	@voting @monzo Did they suggest you visit a foodbank as well?	12243452.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850648254052352e+18	2019-10-18T04:27:26Z	RT @ItsUkhtiJo: #WhatsGoingOnzoMonzo monzo is by far one of the best banks I’ve ever joined, so much better than these mainstream banks.	2478816378.0	1.1849964971522376e+18	0	2019-10-18 04:00:00	
Monzo	1.1850641935920415e+18	2019-10-18T04:24:55Z	@PenelopeHindle Honestly I have a Barclays account and a Monzo account and the difference is so shocking. Monzo mad… https://t.co/fEsTGcrBQF	9.477838502682664e+17	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850638360822006e+18	2019-10-18T04:23:30Z	"RT @Miss_Kay666: $end $erve $ubmit

CashApp: £MissKay666
Amazon Gift Card &amp; Google Pay: mistresskay666@gmail.com
Monzo: 040004 90451557
Ban…"	1.1549912844336906e+18	1.184954808194814e+18	0	2019-10-18 04:00:00	
Monzo	1.185063714233475e+18	2019-10-18T04:23:01Z	RT @PenelopeHindle: #whatsgoingonzomonzo I will fight anyone that has a bad word to say about monzo	9.477838502682664e+17	1.1849366200400855e+18	0	2019-10-18 04:00:00	
Monzo	1.185063546851385e+18	2019-10-18T04:22:21Z	"@weazel91 Hey Chris 👋

Thanks! We're glad you're finding your account useful. 

It's really tricky because we're ve… https://t.co/FJWLellkgq"	3224409977.0	-1.0	1	2019-10-18 04:00:00	
Monzo	1.1850634407312466e+18	2019-10-18T04:21:56Z	I would guess that @monzo ’s focus on user functionality results in a very high rate of customer satisfaction, and… https://t.co/E8a1Txu7x6	36332555.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185063431927468e+18	2019-10-18T04:21:54Z	In public discourse, there’s an innate distrust of innovation, but to suggest that @monzo is worse than anyone else… https://t.co/NwjtwjVfLW	36332555.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850634309250294e+18	2019-10-18T04:21:54Z	The problem with the @BBCWatchdog reporting on @monzo is that it’s a programme which highlights problems, based on… https://t.co/jSN8fCqes1	36332555.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850633297331978e+18	2019-10-18T04:21:29Z	@janereid73 @monzo I'd agree there, I've just switched my.personal account to Starling too. Likely to do our joint… https://t.co/1kmC6WYZko	1567592929.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185063229900415e+18	2019-10-18T04:21:06Z	@unionlux @monzo Worth watching to understand why there is an Issue. Many people having their accounts frozen for no reason.	7.66629423399469e+17	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185061530972369e+18	2019-10-18T04:14:21Z	This isn't what I signed up for as an investor #monzo Another debacle, badly handled.	2398122540.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850593575805624e+18	2019-10-18T04:05:42Z	Do Monzo direct debits effect your credit scores or nah #WhatsGoingOnzoMonzo	8.343771032986624e+17	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850730092264038e+18	2019-10-18T04:59:57Z	@lukehebb @BBCWatchdog @monzo &lt;&lt; to be a reform in the law because it’s making Monzo look like the bad guys. Where… https://t.co/z1RKYrRQYB	53790810.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850729819339858e+18	2019-10-18T04:59:51Z	"@SarahCLW21 Hey Sarah 👋

We do sometimes have to freeze or close an account. This is not a decision we take lightly… https://t.co/jGP2iQC2CS"	3224409977.0	-1.0	1	2019-10-18 04:00:00	
Monzo	1.1850728972552684e+18	2019-10-18T04:59:30Z	@lukehebb @BBCWatchdog @monzo Whilst customer service really hasn’t caught up with growth (and I’ve discussed this… https://t.co/8Q4PpVtSM6	53790810.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185072878737351e+18	2019-10-18T04:59:26Z	@djstevekelley @cufcdeano @Gillian72809376 @monzo Wow, they got something right? 👏	2473076029.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.18507287688346e+18	2019-10-18T04:59:26Z	@Gillian72809376 @cufcdeano @monzo ‘ I never had an issue’ hardly the confidence to undue the appalling service lai… https://t.co/nSUj6Wt0jG	2473076029.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185072696540967e+18	2019-10-18T04:58:43Z	@ItsSimonTurp @BBCWatchdog @monzo Monzo only need to suspend when the NCA need to review a transaction or batch of… https://t.co/KqRPuet1jk	22817355.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850725962551542e+18	2019-10-18T04:58:19Z	"@monzo Also, can you confirm if you ever freeze an account based on, say, ""a request from law enforcement"" rather t… https://t.co/ipiuA2z17M"	227666609.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.1850724762351944e+18	2019-10-18T04:57:50Z	@ItsSimonTurp @BBCWatchdog @monzo This isn’t really an honest view. The issue wasn’t the regulated part - suspendin… https://t.co/JjSUZMgkqU	22817355.0	-1.0	0	2019-10-18 04:00:00	
Monzo	1.185056240973562e+18	2019-10-18T03:53:19Z	I've been using monzo for months and I've had no issues what so ever. Best bank account I've had ever and have the… https://t.co/xHMrZofK8A	15854966.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850561449701908e+18	2019-10-18T03:52:56Z	@monzo I've been using monzo for months and I've had no issues what so ever. Best bank account I've had ever and ha… https://t.co/Irh9CiY4mP	15854966.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850558299863695e+18	2019-10-18T03:51:41Z	@Lsemps @BBCWatchdog @monzo Nah I don’t think we need to be worried. Just some people who had their account closed… https://t.co/XP5stZk4uS	124779847.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.18505505059652e+18	2019-10-18T03:48:35Z	Monzo Tech Interview experience was probably the best, most modern, designed to be low stress process I've experien… https://t.co/G3Vh5rbVeU	2705321.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.185054449343062e+18	2019-10-18T03:46:12Z	Monzo are amazing with their customer service! I’ve had hardly any issues with them and when I have they helped so… https://t.co/XIKK9q9653	1.0228586316189984e+18	-1.0	0	2019-10-18 03:00:00	
Monzo	1.185053251739226e+18	2019-10-18T03:41:27Z	@monzo I have a payment coming in from Kenya. It has been earmarked by their account, so what can I do about it?	9.721877666447236e+17	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850528867802604e+18	2019-10-18T03:40:00Z	"RT @neil_neilzone: Why we sometimes freeze or block Monzo accounts: “we’ll co-operate with any requests from law enforcement”.

*any reques…"	227666609.0	1.184936436610556e+18	0	2019-10-18 03:00:00	
Monzo	1.185051398758531e+18	2019-10-18T03:34:05Z	"#SanFrancisco thanks for a wonderful evening - love hearing all your amazing ideas 🙌Until next time! 

🤔Where shoul… https://t.co/CSOUh3MEA4"	1.1007665462328196e+18	-1.0	0	2019-10-18 03:00:00	
Monzo	1.185051198770045e+18	2019-10-18T03:33:17Z	@monzo @TheDeborahRock I had Natwest do it to me, for no reason whatsoever! Left me 13k short with no explanation.… https://t.co/QjiWAFsHoc	2712603419.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850506038793912e+18	2019-10-18T03:30:55Z	RT @Ash_Kandola: @monzo Lol, posting this because you knew you guys were appearing on #watchdog tonight? Closing accounts with customer fun…	295263866.0	1.1849110888502927e+18	0	2019-10-18 03:00:00	
Monzo	1.1850504788220232e+18	2019-10-18T03:30:25Z	RT @DavidC_420: @VickyFlipFlop @monzo The airline has chared you, not Monzo. Airlines don't process payments in the air (because obviously…	356195962.0	1.18492636353656e+18	0	2019-10-18 03:00:00	
Monzo	1.185050138982662e+18	2019-10-18T03:29:04Z	RT @NicolaElvin: Me and my husband switched our account and direct debits to @monzo and have had no issues. Please don’t listen to all the…	49103236.0	1.1849152027033477e+18	0	2019-10-18 03:00:00	
Monzo	1.1850501232960184e+18	2019-10-18T03:29:01Z	RT @lederroux: People will come here and nonsensically slag off Monzo for carrying out basic security measures until the sorts of NatWest l…	356195962.0	1.1849598280929567e+18	0	2019-10-18 03:00:00	
Monzo	1.1850500668784517e+18	2019-10-18T03:28:47Z	"RT @ChalmersCameron: The trash people are talking about @monzo is wild 😂

Nearly three years in and never had an issue. It’s nice to see my…"	356195962.0	1.1849353621137367e+18	0	2019-10-18 03:00:00	
Monzo	1.1850500315162788e+18	2019-10-18T03:28:39Z	RT @RossiterTHFC: I had my bank cards cloned whilst travelling last year. Barclays left me stranded cardless whilst Monzo sent me a new car…	356195962.0	1.184916498869031e+18	0	2019-10-18 03:00:00	
Monzo	1.1850499797122294e+18	2019-10-18T03:28:26Z	RT @EmilStolarsky: Earlier this month, we took 4 public postmortems from companies like @monzo and @honeycombio and published them in a zin…	112949856.0	1.184974761404883e+18	0	2019-10-18 03:00:00	
Monzo	1.1850499083043717e+18	2019-10-18T03:28:09Z	"@Stephen_Hinde Hey Stephen 👋

Sounds great, we'll let our product team know and hopefully it's something they can l… https://t.co/iRwBLNkmU3"	3224409977.0	-1.0	1	2019-10-18 03:00:00	
Monzo	1.1850498840193638e+18	2019-10-18T03:28:04Z	"RT @Wriggy: Karen: How dare Monzo freeze/block accounts as a security measure

Karen: *has a phone pin of '1234' and has her Gmail password…"	356195962.0	1.184919765778944e+18	0	2019-10-18 03:00:00	
Monzo	1.1850488533613773e+18	2019-10-18T03:23:58Z	"@Lizerotica Hey Lizzy 👋

That's a great idea! We'll pass this onto our product team and hopefully it's something th… https://t.co/jzARdTe0yk"	3224409977.0	-1.0	1	2019-10-18 03:00:00	
Monzo	1.1850481468810445e+18	2019-10-18T03:21:10Z	RT @EmilStolarsky: Earlier this month, we took 4 public postmortems from companies like @monzo and @honeycombio and published them in a zin…	57367121.0	1.184974761404883e+18	0	2019-10-18 03:00:00	
Monzo	1.1850463138152038e+18	2019-10-18T03:13:52Z	@MrJasonAlex @BBCWatchdog @monzo What happened? Should we be concerned?	3313684779.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850456242337137e+18	2019-10-18T03:11:08Z	@monzo Thanks. It started to work after a while.	566585489.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.185045408801874e+18	2019-10-18T03:10:17Z	@DiCaniosDisco @monzo Thank you Sir for realising what the REAL issue is.  Everyone else seems to have missed this 👍🏿	172023654.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.185043216363643e+18	2019-10-18T03:01:34Z	@TheNameIsCraig @monzo how long do you freeze these accounts for? Do you then take money from these accounts never… https://t.co/vCmvXYJJAV	172023654.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.18504317947469e+18	2019-10-18T03:01:25Z	@kinghenryvvvvv @monzo No people have had benefits paid in and only benefits and have had their accounts frozen, th… https://t.co/ZQvzskfX8X	20690350.0	-1.0	0	2019-10-18 03:00:00	
Monzo	1.1850423280351685e+18	2019-10-18T02:58:02Z	@jiks @craigglawson @monzo What would be the point of letting you transfer out the money that they think is stolen?	20690350.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.1850421679386378e+18	2019-10-18T02:57:24Z	@chrisdhanaraj @monzousa been a UK Monzo user for a couple of years now , the new UI is odd but its a great interne… https://t.co/bMVVWd2UGT	5807302.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.1850421503770378e+18	2019-10-18T02:57:20Z	@waitkens90 @monzo @watchdog Until it happens to you and you’re being told to go to a homeless shelter and or seek help from a food bank🤔🤔🤔	172023654.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.1850419374406287e+18	2019-10-18T02:56:29Z	@mitchp01 @monzo @BBCWatchdog The people on the show we are not criminals, be careful you could be sued for libel.	20690350.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.18504172981837e+18	2019-10-18T02:55:40Z	@kelshaw1 @NicolaElvin @monzo EXACTLY why is this not registering with people 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️	172023654.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.185041589237928e+18	2019-10-18T02:55:06Z	I swear people don’t see the bigger picture. It’s not the issue of freezing people’s bank accounts it’s the fact of… https://t.co/tCNSNcQ53v	172023654.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.185041497210663e+18	2019-10-18T02:54:44Z	@monzo I even offered to swallow the fraud and just let it be if the account could stay open just for convenience s… https://t.co/gO0Z8LcoVH	4887792851.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.185041372904149e+18	2019-10-18T02:54:14Z	RT @davidpirie: @monzo I cannot lie, this scares me and and has me considering leaving a bank that has been nothing but exemplary so far, h…	20690350.0	1.184924189091881e+18	0	2019-10-18 02:00:00	
Monzo	1.1850412615243735e+18	2019-10-18T02:53:48Z	RT @SellebrityFan: @monzo @BBCWatchdog  these people have taken my money i am disabled i have  to take medication and they refused to let m…	20690350.0	1.1849513244393882e+18	0	2019-10-18 02:00:00	
Monzo	1.18504079054601e+18	2019-10-18T02:51:56Z	@whiskyndenim @monzo I’d like to know how many companies you work for that have been on there? And why are you keep… https://t.co/jrymnSVP0P	20690350.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.1850403388572017e+18	2019-10-18T02:50:08Z	@monzo If this happened to me, I protest outside your offices day and night.	20690350.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.1850399292876268e+18	2019-10-18T02:48:30Z	@dunc_p @waitkens90 @monzo @watchdog Amen 👏🏿👏🏿👏🏿👏🏿👏🏿	172023654.0	-1.0	0	2019-10-18 02:00:00	
Monzo	1.185039864250585e+18	2019-10-18T02:48:15Z	If an account is frozen for AML reasons then @monzo (and any other UK bank) would not be allowed to tell their cust… https://t.co/gAcMxzGF9w	17251674.0	-1.0	0	2019-10-18 02:00:00	
